Well_Id	Comp_1	Comp_2	Cluster	Trivial_Name	Known_Act	Chiral	Smiles
409856:01:05_03.00	13.631646	-2.248761	LCH	GSK343	GSK343 is a highly potent and selective EZH2 inhibitor with an IC50 of 4 nM.	False	CCCc1cc(C)nc(O)c1CNC(=O)c1cc(-c2ccnc(N3CCN(C)CC3)c2)cc2c1cnn2C(C)C
409873:01:03_01.00	13.43912	-1.8769977	LCH	LLY-507	LLY-507 is a potent and selective inhibitor of protein-lysine methyltransferase SMYD2. LLY-507 potently inhibits the ability of SMYD2 to methylate p53 peptide with an IC50 <15 nM. LLY-507 serves as a valuable chemical probe to aid in the dissection of SMYD2 function in cancer and other biological processes.	False	Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12
409873:01:04_01.00	13.373346	-1.7900251	LCH	LLY-507	LLY-507 is a potent and selective inhibitor of protein-lysine methyltransferase SMYD2. LLY-507 potently inhibits the ability of SMYD2 to methylate p53 peptide with an IC50 <15 nM. LLY-507 serves as a valuable chemical probe to aid in the dissection of SMYD2 function in cancer and other biological processes.	False	Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12
410147:01:04_06.00	14.234673	-0.57567483	LCH	Ozanimod	Ozanimod (RPC-1063) is a potent and selective S1P1 and S1P5 receptor agonist with EC50s of 410 pM and 11 nM in [35S]-GTP.g.S binding, respectively.	True	CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N
410285:01:03_03.00	13.518744	-1.7024608	LCH	Nemiralisib	Nemiralisib (GSK2269557 free base) is a potent and highly selective PI3K.d. inhibitor with a pKi of 9.9.	False	CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1
412258:01:03_10.00	13.742534	-1.3762157	LCH	ACBI1	ACBI1 is a potent and cooperative in vitro PROTAC degrader of the BAF chromatin remodeling ATPase subunits SMARCA2 and SMARCA4 as well as the facultative BAF complex subunit PBRM1. It harnesses the von-Hippel-Landau (VHL) E3 ligase to recruit its targets via their bromodomains and degrades its targets in the nanomolar range.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
412258:01:08_10.00	13.606437	-0.91748023	LCH	ACBI1	ACBI1 is a potent and cooperative in vitro PROTAC degrader of the BAF chromatin remodeling ATPase subunits SMARCA2 and SMARCA4 as well as the facultative BAF complex subunit PBRM1. It harnesses the von-Hippel-Landau (VHL) E3 ligase to recruit its targets via their bromodomains and degrades its targets in the nanomolar range.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
280690:01:03_10.00	13.280799	-0.81981814	LCH	Methiothepin mesylate	5-HT1 Serotonin receptor antagonist, blocks serotonin autoreceptors.	False	CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2
412483:01:04_03.00	13.526925	-0.5636994	LCH		cis-VZ185 is the (S)-hydroxy diastereoisomer of VZ185. While exhibiting comparable bromodomain binding affinity it no longer is able to bind and recruit the E3 ligase VHL and therefore does not induce the degradation of BRD7 and BRD9 proteins in cells.	True	COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1
413119:01:04_10.00	13.410858	-1.6564845	LCH	A 987306	Potent histamine H4 receptor antagonist (pKi values are 8.24 and 8.47 in human and rat H4 receptors respectively). Displays 162-fold, 620-fold, and > 1600-fold selectivity over human H3, H1 and H2 receptors.	True	Nc1nc2c(c(N3CCNCC3)n1)CCC1=C2[C@@H]2CCCC[C@@H]2O1
394120:01:07_10.00	14.001364	-0.04432284	LCH	Autoquin	Autoquin is an autophagy inhibitor (IC50 = 0.56 µM). It accumulates in lysosomes and inhibits their fusion with autophagosomes. In addition, autoquin sequesters Fe2+ in lysosomes, resulting in an increase of lysosomal reactive oxygen species and ultimately cell death.; Angew. Chem. Int. Ed. Engl. 2020, 59 (14), 5721-5729. https://doi.org/10.1002/anie.201913712	True	C=CC1CN2CCC1CC2[C@@H](O)c1cc(-c2ccc(F)cc2)nc2ccc(OC)cc12
280660:01:03_10.00	13.275077	-0.48012465	LCH	L-703,606, oxalate	potent and selective non-peptide NK-1 tachykinin receptor antagonist.	False	Ic1ccccc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1
391878:01:02_02.00	14.265787	-0.51684475	LCH		binder of B-Raf kinase (Kd = 0.0005 µM); The identification of potent, selective and CNS penetrant furan-based inhibitors of B-Raf kinase.  Bioorg Med Chem Lett.  (2008),  18(15),  4373-4376.	False	CN(C)CCOc1ccc(-c2cc(-c3ccc4c(c3)CC/C4=N\O)c(-c3ccncc3)o2)cc1
280128:01:07_03.00	13.744424	-1.9269353	LCH	U-73343	inactive analog of U73122 (Rack 16, Well D06).	False	COc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CC[C@@H]2NCCCCCCN1C(=O)CCC1=O
280575:01:09_03.00	13.96195	-1.4664748	LCH	GR 127935 hydrochloride	selective 5-HT1B/1D serotonin receptor antagonist.	False	COc1ccc(NC(=O)c2ccc(-c3ccc(-c4noc(C)n4)cc3C)cc2)cc1N1CCN(C)CC1
246344:01:04_30.00	14.008857	-1.2545483	LCH	Drofenine hydrochloride	Affinity for the Muscarinic acetylcholine receptor, inhibitory activity against DNA-(apurinic or apyrimidinic site) lyase	False	CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1
246481:01:04_10.00	13.297738	-1.1838784	LCH	DO 897/99	D3 antagonist.	False	COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1
246537:01:04_30.00	13.855113	-1.0139592	LCH	Dimethisoquin hydrochloride	Inhibitory activity against Geminin, Proto-oncogene c-JUN	False	CCCCc1cc2ccccc2c(OCCN(C)C)n1
246604:01:04_30.00	14.083503	-0.11771161	LCH	Penbutolol sulfate	adrenergic receptor antagonist.	False	CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
246739:01:09_03.00	13.518043	-2.1646245	LCH	Sertraline	5-HT uptake inhibitor.	True	CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
246746:01:04_30.00	13.953253	-0.3406573	LCH	Cyproheptadine (hydrochloride)	Cyproheptadine hydrochloride is a 5-HT2A receptor antagonist, with antidepressant and antiserotonergic effects. Cyproheptadine hydrochloride has antiplatelet and thromboprotective activities. Cyproheptadine hydrochloride can be used for the research of thromboembolic disorders.	False	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
246889:01:05_10.00	13.272542	-0.59061223	LCH	Loperamide (hydrochloride)	Loperamide (hydrochloride) (R-18553 (hydrochloride)) is an opioid receptor agonist. Loperamide hydrochloride is a selective and competitive human intestinal carboxylesterases (hiCE) inhibitor. Loperamide hydrochloride has anti-diarrheal effect.	False	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
246940:01:04_30.00	13.42757	-2.5855167	LCH	Alverine (citrate)	Alverine citrate is a 5-HT1A receptor antagonist, with an IC50 of 101 nM.	False	CCN(CCCc1ccccc1)CCCc1ccccc1
247042:02:03_10.00	13.48379	-0.24745093	LCH	Pimozide	Ca2+ channel antagonist, antipsychotic, D2 dopamine receptor antagonist, Dopamine antagonist ?.	False	O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
247050:03:03_10.00	13.378268	-1.6459124	LCH	Fluphenazine dihydrochloride	dopamine receptor antagonist, antipsychotic, Dopamine antagonist, h1 antihistamine.	False	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
246507:01:04_30.00	13.489637	-2.4890232	LCH	Chloropyramine hydrochloride	Chloropyramine hydrochloride is a histamine receptor H1 antagonist which can also inhibit the biochemical function of  VEGFR-3 and FAK.	False	CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
247165:02:03_10.00	13.644973	-2.3496394	LCH	Fluoxetine hydrochloride, Prozac	selective serotonin reuptake inhibitor, 5-HT uptake inhibitor, induces differentiation of neuronal precursors.	False	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
247423:01:04_30.00	14.071127	-0.3635941	LCH	Pizotyline malate	5ht antagonist, antimigraine.	False	CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
247164:01:04_10.00	13.369417	-1.139467	LCH	Bromperidol	Bromperidol is a butyrophenone derivative, is a potent and long-acting neuroleptic, used as an antipsychotic in the treatment of schizophrenia.	False	O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
247369:02:03_10.00	14.177154	-0.33220506	LCH	Fluspirilene	Fluspirilene is a non-competitive antagonist of L-type calcium channels with an IC50 of 0.03 uM. Fluspirileneis a long-acting injectable depot antipsychotic drug used for schizophrenia.	False	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
247331:01:04_30.00	13.658013	-0.91009414	LCH	Ethopropazine hydrochloride	anticholinergic, Butyrylcholinesterase inhibitor, antiparkinsonian, antiparkinsonian, anticholinergic.	False	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
247293:01:04_30.00	13.836726	-0.39695796	LCH	Proadifen (hydrochloride)	inhibitor of microsomal drug metabolism, Cytochrome P450 mono-oxygenases inhibitor, cytochrome p450 inhibitor, ca antagonist.	False	CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1
247369:02:05_03.00	13.85878	-1.7371563	LCH	Fluspirilene	Fluspirilene is a non-competitive antagonist of L-type calcium channels with an IC50 of 0.03 uM. Fluspirileneis a long-acting injectable depot antipsychotic drug used for schizophrenia.	False	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
247241:01:04_30.00	13.806792	-0.8415819	LCH	Chlorcyclizine hydrochloride	histamine antagonist, h1-antihistamine.	False	CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
247234:01:04_30.00	14.047497	-0.13082373	LCH	Promazine hydrochloride	D2 dopamine receptor antagonist, phenothiazine antipsychotic, Dopamine receptor antagonist.	False	CN(C)CCCN1c2ccccc2Sc2ccccc21
247177:02:03_10.00	13.507192	-1.6296821	LCH	Triflupromazine (hydrochloride)	Triflupromazine hydrochloride is an antipsychotic medication, which are Dopamine D1/D2 receptor antagonists.	False	CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
247242:01:04_30.00	13.330462	-2.705101	LCH	Diphenylpyraline hydrochloride	H1 antagonist, antihistaminic.	False	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
247300:01:15_01.00	-3.6870332	15.655812	Protein Synth	Cycloheximide	protein synthesis inhibitor.	False	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
247300:01:15_03.00	-3.9333487	15.519363	Protein Synth	Cycloheximide	protein synthesis inhibitor.	False	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
280533:01:10_01.00	-3.893744	15.673336	Protein Synth	Emetine dihydrochloride hydrate	apoptosis inducer, RNA-Protein translation inhibitor.	False	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
280954:01:07_03.00	-3.7675672	13.764291	Tubulin	SKF-96365	selective inhibitor of receptor-mediated and voltage-gated Ca2+ entry.	False	COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
409809:01:02_10.00	-2.6083558	14.273777	Tubulin		it is a dual inhibitor of AAK1 and BMP2K/BIKE. AAK1 is a serine/threonine kinase with broad tissue expression. AAK1 is involved in clathrin-mediated endocytosis, both by direct binding to clathrin and by phosphorylation of the medium subunit of AP-2 (adaptor protein 2). AAK1 has been identified as a negative regulator of Wnt signaling via mediation of LRP6 internalization. BIKE is broadly expressed, and it localizes to nuclear speckles. BIKE was originally identified as its expression was observed to increase upon bone morphogenic protein (BMP-2)-induced differentiation of a prechondroblastic cell line. The same study provided evidence for BIKE having an important regulatory role in attenuating the program of osteoblast differentiation.	False	CCN(CC)S(=O)(=O)Nc1cccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)c1
391925:02:09_00.20	-3.2185168	14.130522	Tubulin	TCS JNK 5a	inhibitor of c-Jun N-terminal kinase 2/3 (IC50 = 0.3/0.2 µM), Inhibitor of binding or entry into cells for Lassa Virus (IC50 = 0.2 µM); N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)amides as potent, selective, inhibitors of JNK2 and JNK3.  Bioorg Med Chem Lett.  (2007),  17(5),  1296-1301.	False	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
280954:01:03_10.00	-2.1846826	15.1271515	Tubulin	SKF-96365	selective inhibitor of receptor-mediated and voltage-gated Ca2+ entry.	False	COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
391925:03:04_00.60	-1.7412282	14.689597	Tubulin	TCS JNK 5a	inhibitor of c-Jun N-terminal kinase 2/3 (IC50 = 0.3/0.2 µM), Inhibitor of binding or entry into cells for Lassa Virus (IC50 = 0.2 µM); N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)amides as potent, selective, inhibitors of JNK2 and JNK3.  Bioorg Med Chem Lett.  (2007),  17(5),  1296-1301.	False	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
391925:03:05_00.20	-2.0817726	14.515724	Tubulin	TCS JNK 5a	inhibitor of c-Jun N-terminal kinase 2/3 (IC50 = 0.3/0.2 µM), Inhibitor of binding or entry into cells for Lassa Virus (IC50 = 0.2 µM); N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)amides as potent, selective, inhibitors of JNK2 and JNK3.  Bioorg Med Chem Lett.  (2007),  17(5),  1296-1301.	False	N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2
409915:01:02_10.00	-2.618929	14.226946	Tubulin	TP-472	it is an inhibitor of bromodomain BRD9 (Kd = 33 nM; EC50 = 320 nM in a NanoBRET assay). It has >30-fold selectivity over all other bromodomain family members with the exception of the highly homologous BRD7 bromodomain (Kd = 340 nM in an isothermal titration calorimetry (ITC) assay). See the Structural Genomic Consortium (SGC) website for more information.	False	CC(=O)c1cc(-c2cc(C(=O)NC3CC3)ccc2C)c2ncccn12
410748:01:04_06.00	-2.7639415	14.60147	Tubulin	TH588	TH588 is first-in-class nudix hydrolase family inhibitor that potently and selectively engage and inhibit the MTH1 (IC50= 5 nM).	False	Nc1nc(NC2CC2)cc(-c2cccc(Cl)c2Cl)n1
410072:01:03_02.00	-3.6987412	13.842645	Tubulin	TH287	TH287 is a potent and selective inhibitor of MTH1, with an IC50 of 0.8 nM. TH287 is highly selective towards MTH1, with no relevant inhibition of MTH2, NUDT5, NUDT12, NUDT14, NUDT16, dCTPase, dUTPase and ITPA at 100 uM. TH287 could act as a chemotherapeutic agent for cancer research.	False	CNc1cc(-c2cccc(Cl)c2Cl)nc(N)n1
410074:01:03_02.00	-2.7699351	14.152496	Tubulin	SB225002	SB225002 is a potent, and selective CXCR2 antagonist with IC50 of 22 nM for inhibiting interleukin IL-8 binding to CXCR2, > 150-fold selectivity over the other 7-TMRs tested.	False	O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br
410129:01:03_02.00	-2.8573217	14.26306	Tubulin	Anlotinib (AL3818) dihydrochloride	Anlotinib (AL3818) is a highly potent and selective VEGFR2 inhibitor with IC50 less than 1 nM. It has broad-spectrum antitumor potential in clinical trials.	False	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
410613:01:03_02.00	-2.6608183	14.176803	Tubulin	2-Methoxyestradiol (2-MeOE2)	2-Methoxyestradiol (2-MeOE2) depolymerizes microtubules and blocks HIF-1¿ nuclear accumulation and HIF-transcriptional activity. Phase 2.	True	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12
410884:01:03_02.00	-1.9519727	15.424292	Tubulin	CF53	CF53 is a highly potent, selective and orally active inhibitor of BET protein, with a Ki of <1 nM, Kd of 2.2 nM and an IC50 of 2 nM for BRD4 BD1. CF53 binds to both the BD1 and BD2 domains of BRD2, BRD3, BRD4, and BRDT BET proteins with high affinities, very selective over non-BET bromodomain-containing proteins. CF53 shows potent anti-tumor activity both in vitro and in vivo.	False	COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12
280897:07:06_01.00	-2.6880796	14.733419	Tubulin	Rotenone	Rotenone is an mitochondrial electron transport chain complex I inhibitor.  Rotenone induces apoptosis through enhancing mitochondrial reactive oxygen species production.	True	C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
410973:01:03_02.00	-2.1276624	15.09188	Tubulin	TyK2-IN-2	TyK2-IN-2 is an inhibitor of TYK2, used for treatment of inflammatory and autoimmune diseases.	False	CNc1cc(Nc2cc(C)cc(C)c2)nn2c(C(N)=O)cnc12
410065:02:03_00.20	-3.6355195	15.086735	Tubulin	Domatinostat	Domatinostat (4SC-202 free base) is a selective class I HDAC inhibitor with IC50 of 1.20 uM, 1.12 uM, and 0.57 uM for HDAC1, HDAC2, and HDAC3, respectively. It also displays inhibitory activity against Lysine specific demethylase 1 (LSD1).	False	Cn1cc(-c2ccc(S(=O)(=O)n3ccc(/C=C/C(=O)Nc4ccccc4N)c3)cc2)cn1
280630:01:11_03.00	-2.2804224	14.817284	Tubulin	IC261	IC261 is a selective, ATP-competitive CK1 inhibitor, with IC50s of 1 uM, 1 uM, 16 uM for Cki.d., Cki.e. and Cki.a.1, respectively.	False	COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1
246876:01:04_10.00	-3.7436051	13.630259	Tubulin	Ethynyl Estradiol	Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is an orally bio-active estrogen used in almost all modern formulations of combined oral contraceptive pills.Target: Estrogen ReceptorEthynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol), also sometimes written as ethinylestradiol, ethynyl estradiol, or ethinyl estradiol, is a derivative of 17.b.-estradiol (E2), the major endogenous estrogen in humans. Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is an orally bioactive estrogen used in many formulations of combined oral contraceptive pills. It is one of the most commonly used medications for this purpose. Transdermal ethinyl estradiol carries a greater risk of clot formation and venous thromboembolism than 17 beta estradiol, which some have theorized to be related to different amounts of hepatic metabolism after absorption. The same contraindications and precautions apply for EE as with other estrogen medications.Ethynyl Estradiol was a preparation of Ethynyl Estradiol alone that was used for the management of menopausal symptoms and female hypogonadism. Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is released into the environment as a xenoestrogen from the urine and feces of people who take it as a medication. The major concern with unopposed estrogen is of endometrial cancer. As such, the medication is generally prescribed with progesterone in the setting of birth control. The first orally active semisynthetic steroidal estrogen, Ethynyl Estradiol, the 17.a.-ethynyl analog of E2, was synthesized in 1938 by Hans Herloff Inhoffen and Walter Hohlweg at Schering AG in Berlin.	True	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
280418:01:03_30.00	-2.5184996	14.240699	Tubulin	7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine	A1 adenosine receptor antagonist.	False	Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12
104614:02:17_30.00	-2.4653652	14.666866	Tubulin	Tubulexin A	target the chromosome segregation 1-like protein (CSE1L, CAS, exportin-2) and the vinca alkaloid binding site of a/ß-tubulin.; Angew. Chem. Int. Ed. 2013, 52, 410	False	COc1ccc(CC[C@H]2C[C@@H](OC(C)=O)C[C@@H](c3ccc(OCc4ccccc4)c(O)c3)O2)cc1
245354:03:12_00.10	-2.5963285	14.836063	Tubulin	Nocodazole	Nocodazole (Oncodazole) is a rapidly-reversible inhibitor of microtubule. Nocodazole binds to .b.-tubulin and disrupts microtubule assembly/disassembly dynamics, which prevents mitosis and induces apoptosis in tumor cells. Nocodazole inhibits Bcr-Abl, and activates CRISPR/Cas9.	False	COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
246557:01:04_30.00	-1.7940383	14.80242	Tubulin	Methiazole	Cytochrome P450 1A2 (AC50 = 501.19 nM), inhibition of Inhibitors of Vif-A3G Interactions	False	COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1
246702:01:04_30.00	-3.5011141	13.859001	Tubulin	Flubendazole	Flubendazole is a safe and efficacious anthelmintic drug, which is widely used for anthelmintic to human, rodents and ruminants. Flubendazole exerts anticancer activities by mechanisms including inhibition of microtubule function. Flubendazole induces p53-mediated apoptosis and arrests G2/M cell cycle.	False	COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1
246876:01:04_30.00	-1.8764547	15.019324	Tubulin	Ethynyl Estradiol	Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is an orally bio-active estrogen used in almost all modern formulations of combined oral contraceptive pills.Target: Estrogen ReceptorEthynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol), also sometimes written as ethinylestradiol, ethynyl estradiol, or ethinyl estradiol, is a derivative of 17.b.-estradiol (E2), the major endogenous estrogen in humans. Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is an orally bioactive estrogen used in many formulations of combined oral contraceptive pills. It is one of the most commonly used medications for this purpose. Transdermal ethinyl estradiol carries a greater risk of clot formation and venous thromboembolism than 17 beta estradiol, which some have theorized to be related to different amounts of hepatic metabolism after absorption. The same contraindications and precautions apply for EE as with other estrogen medications.Ethynyl Estradiol was a preparation of Ethynyl Estradiol alone that was used for the management of menopausal symptoms and female hypogonadism. Ethynyl Estradiol (17.a.-Ethynylestradiol;Ethynylestradiol) is released into the environment as a xenoestrogen from the urine and feces of people who take it as a medication. The major concern with unopposed estrogen is of endometrial cancer. As such, the medication is generally prescribed with progesterone in the setting of birth control. The first orally active semisynthetic steroidal estrogen, Ethynyl Estradiol, the 17.a.-ethynyl analog of E2, was synthesized in 1938 by Hans Herloff Inhoffen and Walter Hohlweg at Schering AG in Berlin.	True	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
246898:01:04_30.00	-2.5301197	14.444896	Tubulin	Oxfendazole	Oxfendazole is the sulfoxide form of fenbendazole which is a broad spectrum benzimidazole anthelmintic. Target: AntiparasiticOxfendazole is the sulfoxide form of fenbendazole, a broad spectrum benzimidazole anthelmintic. Its main use is for protecting livestock against roundworm, strongyles and pinworms.. Pigs in the treated group received Oxfendazole orally at 30 mg/kg dose. At five days post-treatment, animals were sacrificed and the clinical efficacy of the Oxfendazole treatment was established following the currently available WAAVP guidelines for a controlled efficacy test. None of the animals involved in this experiment showed any adverse events during the study. Oxfendazole treatment given as a single 30 mg/kg oral dose showed a 100% efficacy against all the nematode parasites present in the three experiments. In conclusion, under the current experimental conditions, Oxfendazole orally administered to naturally parasitized piglets at a single dose of 30 mg/kg was safe and highly efficacious (100%) against adult stages of A. suum, Oesophagostomum spp., T. suis and Metastrongylus spp . 	False	COC(=O)Nc1nc2cc(S(=O)c3ccccc3)ccc2[nH]1
280630:01:11_01.00	-3.8405218	13.675868	Tubulin	IC261	IC261 is a selective, ATP-competitive CK1 inhibitor, with IC50s of 1 uM, 1 uM, 16 uM for Cki.d., Cki.e. and Cki.a.1, respectively.	False	COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1
246967:01:04_30.00	-1.6252772	14.784326	Tubulin	Fenbendazole	Fenbendazole is a broad spectrum benzimidazole anthelmintic used against gastrointestinal parasites.Target: AntiparasiticFenbendazole is a broad spectrum benzimidazole anthelmintic used against gastrointestinal parasites including: giardia, roundworms, hookworms, whipworms, the taenia species of tapeworms(It is effective against the Taenia species of tapeworm but not against the common tapeworm, Dipylidium caninum.), pinworms, aelurostrongylus, paragonimiasis, strongyles and strongyloides and can be administered to sheep, cattle, horses, fish, dogs, cats, rabbits and seals. Drug interactions may occur if using bromsalan flukicides such as dibromsalan and tribromsalan. Abortions in cattle and death in sheep have been reported after using these medications together. Fenbendazole is poorly absorbed from the gastrointestinal tract in most species. The LD50 in laboratory animals exceeds 10 g/kg when administered orally. From Wikipedia.	False	COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
246972:12:05_00.60	-2.249966	14.39453	Tubulin	Mebendazole	Mebendazole is a highly effective, broad-spectrum antihelmintic indicated for the treatment of nematode infestations; has been found as a hedgehog inhibitor.	False	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
246980:07:05_50.00	-3.2837455	14.250096	Tubulin	Griseofulvin	Griseofulvin(Gris-PEG; Grifulvin) is a spirocyclic fungal natural product used in treatment of fungal dermatophytes; Antifungal drug.	True	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
246980:07:08_30.00	-3.0362563	14.348385	Tubulin	Griseofulvin	Griseofulvin(Gris-PEG; Grifulvin) is a spirocyclic fungal natural product used in treatment of fungal dermatophytes; Antifungal drug.	True	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
246994:01:07_01.00	-2.2064693	14.767924	Tubulin	Albendazole	anthelmintic.	False	CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
247133:01:04_30.00	-3.568254	14.0865965	Tubulin	Estradiol	Estradiol is a steroid sex hormone vital to the maintenance of fertility and secondary sexual characteristics in females. Estradiol upregulates IL-6 expression through the estrogen receptor .b. (ER.b.) pathway.	True	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
280418:01:03_10.00	-3.4150636	13.919368	Tubulin	7-Chloro-4-hydroxy-2-phenyl-1,8-naphthyridine	A1 adenosine receptor antagonist.	False	Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12
246972:01:08_01.00	-2.9315488	14.715789	Tubulin	Mebendazole	Mebendazole is a highly effective, broad-spectrum antihelmintic indicated for the treatment of nematode infestations; has been found as a hedgehog inhibitor.	False	COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
392672:01:09_02.00	-4.4465837	14.020995	Uncoupling	IMD-0354	IMD-0354 (IKK2 Inhibitor V) is a selective IKK.b. inhibitor which inhibits NF-.k.B activity. IMD0354 inhibits TNF-.a. induced NF-.k.B transcription activity with an IC50 of 1.2 uM.	False	O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O
