Compound_Id	Well_Id	Is_Ref	Conc_uM	Rel_Cell_Count	Induction	Cluster_AKT_PI3K_MTOR	Cluster_Aurora	Cluster_BET	Cluster_DNA_Synth	Cluster_HDAC	Cluster_HSP90	Cluster_LCH	Cluster_Na_K-ATPase	Cluster_Protein_Synth	Cluster_Pyrimidine_Synth	Cluster_Tubulin	Cluster_Uncoupler	Cluster_High	Cluster_Sim	Trivial_Name	Known_Act	Chiral	Smiles
280874	280874:01:09_10.00	True	10.0	100	35.8	0.0	0.0	28.6	0.0	30.9	26.6	55.3	3.0	22.7	0.0	34.3	0.0	LCH	55.3	Quinidine sulfate	Na+ channel blocker and Class I antiarrythmic, alkaloid isolated from the bark of the Cinchona family of South American trees.	False	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
247300	247300:01:16_30.00	True	30.0	54	45.6	45.6	0.0	0.0	50.6	0.0	21.4	0.0	0.0	43.5	24.3	3.7	33.1	DNA_Synth	50.6	Cycloheximide	protein synthesis inhibitor.	False	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
409966	409966:01:11_30.00	True	30.0	93	31.8	67.8	0.0	0.0	83.1	0.0	29.2	0.0	0.0	0.0	88.3	0.0	0.0	Pyrimidine_Synth	88.3		Dihydroorotate dehydrogenase (DHODH; activity internally confirmed)	False	COc1cc(OC)c2c(c1Cl)OC1(CCC3(CC1C)OCCc1c3[nH]c3ccc(C)cc13)C2=O
280533	280533:01:11_30.00	True	30.0	52	76.7	0.0	0.0	73.3	0.0	71.4	10.4	81.4	46.1	66.5	0.0	75.4	64.3	LCH	81.4	Emetine dihydrochloride hydrate	apoptosis inducer, RNA-Protein translation inhibitor.	False	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21
280874	280874:01:09_30.00	True	30.0	87	66.3	0.0	0.0	66.5	0.0	66.2	14.7	92.2	21.9	37.5	0.0	60.8	34.5	LCH	92.2	Quinidine sulfate	Na+ channel blocker and Class I antiarrythmic, alkaloid isolated from the bark of the Cinchona family of South American trees.	False	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
247300	247300:01:16_50.00	True	50.0	50	38.5	58.0	0.0	0.0	48.5	0.0	20.7	0.0	4.9	29.5	26.2	2.0	41.7	AKT_PI3K_MTOR	58.0	Cycloheximide	protein synthesis inhibitor.	False	C[C@H]1C[C@H](C)C(=O)[C@H]([C@H](O)CC2CC(=O)NC(=O)C2)C1
409966	409966:01:11_50.00	True	50.0	73	37.1	52.0	0.0	10.1	3.3	14.7	61.3	25.5	5.2	26.7	17.7	22.9	52.1	HSP90	61.3		Dihydroorotate dehydrogenase (DHODH; activity internally confirmed)	False	COc1cc(OC)c2c(c1Cl)OC1(CCC3(CC1C)OCCc1c3[nH]c3ccc(C)cc13)C2=O
280874	280874:01:09_50.00	True	50.0	93	84.3	0.0	0.0	72.2	0.0	69.0	13.8	90.5	23.7	47.8	0.0	66.3	43.3	LCH	90.5	Quinidine sulfate	Na+ channel blocker and Class I antiarrythmic, alkaloid isolated from the bark of the Cinchona family of South American trees.	False	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
413220	413220:01:05_01.00	True	1.0	99	8.3	0.0	0.0	60.9	0.0	59.2	19.1	68.8	22.4	59.8	0.0	62.4	38.5	LCH	68.8	CYM-50358	CYM50358 is a potent, selective antagonist of the sphingosine-1-phosphate receptor 4 (S1P4). CYM50358 inhibits S1P4 with an IC50 of 25 nM.	False	Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1
412394	412394:01:04_01.00	True	1.0	96	36.6	0.0	0.0	69.9	0.0	71.8	21.7	86.6	24.0	50.1	0.0	70.1	48.6	LCH	86.6	Deltasonamide 2	Deltasonamide 2 is a competitive, high affinity PDE-.d. inhibitor with a Kd of ~385 pM.	True	CNc1nccc(CN([C@H]2CC[C@H](N)CC2)S(=O)(=O)c2ccc(S(=O)(=O)N(Cc3ccc(Cl)cc3)C3CCCC3)cc2)n1
280484	280484:02:05_01.00	True	1.0	82	7.8	32.0	45.9	0.0	78.5	0.0	30.2	0.0	0.0	0.0	75.0	0.0	0.0	DNA_Synth	78.5	Diphenyleneiodonium chloride	Diphenyleneiodonium chloride is a NADPH oxidase (NOX) inhibitor and also functions as a TRPA1 activator with an EC50 of 1 to 3 uM. Diphenyleneiodonium chloride selectively inhibits intracellular reactive oxygen species.	False	c1ccc2c(c1)[I+]c1ccccc1-2
413106	413106:01:03_01.00	True	1.0	94	61.1	0.0	0.0	81.0	0.0	78.8	15.3	86.2	37.5	63.7	0.0	77.1	59.1	LCH	86.2	Azeliragon	Azeliragon (TTP488) is an orally bioavailable inhibitor of the receptor for advanced glycation end products (RAGE) in development as a potential treatment to slow disease progression in patients with mild Alzheimers disease (AD). Azeliragon also can cross the blood-brain barrier (BBB).	False	CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1
413100	413100:01:03_01.00	True	1.0	103	10.4	63.1	0.0	0.0	78.8	0.0	24.8	0.0	0.0	0.0	68.1	0.0	0.0	DNA_Synth	78.8	Afuresertib	Afuresertib (GSK2110183) is an orally bioavailable, selective, ATP-competitive and potent pan-Akt kinase inhibitor with Kis of 0.08/2/2.6 nM for Akt1/Akt2/Akt3, respectively.	True	Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
281034	281034:01:12_00.01	True	0.01	53	56.6	0.0	1.5	74.7	0.0	77.3	26.5	55.7	60.6	71.0	0.0	91.0	55.8	Tubulin	91.0	Vinblastine sulfate salt, VLB	inhibitor of microtubule assembly.	False	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
413021	413021:01:03_01.00	True	1.0	86	16.9	22.1	29.6	0.0	68.6	0.0	0.0	0.0	0.0	0.0	43.2	0.0	0.0	DNA_Synth	68.6	NSC-632839	NSC 632839 inhibits USP2 and USP7 as well as the ubiquitin-like SUMO peptidase SENP2 with EC50 values of 45, 37, and 9.8 uM, respectively. It is reported to inhibit apoptosis through a Bcl-2-dependent and apoptosome-independent pathway of caspase activation (IC50 = 15.7 uM in cells sensitized by E1A, an adenoviral oncogene).	False	Cc1ccc(/C=C2/CNC/C(=C/c3ccc(C)cc3)C2=O)cc1
413093	413093:01:04_01.00	True	1.0	88	14.5	67.1	2.2	0.0	70.9	0.0	8.6	0.0	0.0	0.0	78.7	0.0	0.0	Pyrimidine_Synth	78.7	GK921	GK921 is a transglutaminase 2 (TGase) inhibitor with an IC50 of 7.71 uM for human recombinant TGase 2.	False	C(#Cc1nc2ncccc2nc1OCCN1CCCC1)c1ccccc1
412270	412270:01:03_01.00	True	1.0	110	47.8	0.0	0.0	69.2	0.0	71.6	20.2	84.6	31.1	36.3	0.0	66.1	35.4	LCH	84.6	cis-ACBI1	cis-ACBI1 is the negative control to ACBI. The hydroxy proline of the VHL binding part is in the inactive cis-conformation, which prevents binding to VHL and thereby protein degradation.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
411515	411515:01:08_01.00	True	1.0	94	5.4	0.0	3.7	57.9	0.0	59.9	11.0	66.5	28.7	46.3	0.0	53.4	13.4	LCH	66.5	Vacquinol-1 dihydrochloride	Vacquinol-1 (NSC13316) is a brain penetrant inducer of catastrophic vacuolization in glioblastoma cells (GCs). Vacquinol-1 displays high cytotoxicity to GCs; it induces cell death by membrane ruffling, cell rounding, massive macropinocytic vacuole accumulation, ATP depletion, and cytoplasmic membrane rupture of GCs. Vacquinol-1 originally was developed as an antimalarial compound.; Gilbertson R J. Cell 157(2), 289-290 (2014)	False	OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1
413125	413125:01:04_01.00	True	1.0	95	46.1	0.0	0.0	70.3	0.0	68.4	12.5	92.9	28.3	38.5	0.0	67.8	47.9	LCH	92.9	BAY-293	BAY-293, a valuable chemical probe, blocks RAS activation via disruption of the KRAS-SOS1 interaction with an IC50 of 21 nM. BAY-293 is a potent inhibitor of Son of Sevenless 1 (SOS1). SOS1 is the guanine nucleotide exchange factor (GEF) and activator of RAS.	True	CNCc1ccccc1-c1csc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1
411901	411901:01:07_01.00	True	1.0	101	11.1	1.5	5.2	0.0	20.0	0.0	22.9	0.0	0.0	0.0	46.5	0.0	0.0	Pyrimidine_Synth	46.5		Dihydroorotate dehydrogenase (DHODH; activity internally confirmed)	False	CN1C(=O)C2(C(=O)N(Cc3ccncc3)c3ccc(OC(F)(F)F)cc32)c2ccccc21
412992	412992:01:04_01.00	True	1.0	54	40.1	38.7	3.9	0.0	47.2	0.0	6.2	0.0	1.9	22.1	33.6	0.0	12.6	DNA_Synth	47.2	Anisomycin	Anisomycin is a potent protein synthesis inhibitor which interferes with protein and DNA synthesis by inhibiting peptidyl transferase or the 80S ribosome system. Anisomycin is a JNK activator, which increases phospho-JNK. Anisomycin is a bacterial antibiotic isolated from Streptomyces griseolus.	True	COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
245354	245354:03:12_00.10	True	0.1	67	58.2	0.0	0.0	75.9	0.0	75.3	25.2	61.8	57.6	67.3	0.0	93.9	53.5	Tubulin	93.9	Nocodazole	Nocodazole (Oncodazole) is a rapidly-reversible inhibitor of microtubule. Nocodazole binds to .b.-tubulin and disrupts microtubule assembly/disassembly dynamics, which prevents mitosis and induces apoptosis in tumor cells. Nocodazole inhibits Bcr-Abl, and activates CRISPR/Cas9.	False	COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
281038	281038:01:16_00.01	True	0.01	59	40.4	0.0	4.6	70.1	0.0	71.9	34.7	56.5	53.0	68.5	0.0	92.7	54.8	Tubulin	92.7	Vincristine sulfate, VCR	inhibitor of microtubule assembly.	False	CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
413085	413085:01:03_01.00	True	1.0	104	6.6	0.0	0.0	77.1	0.0	68.7	20.0	68.4	35.2	65.3	0.0	76.8	54.2	BET	77.1	NVS-PAK1-1	NVS-PAK1-1 is a potent and selective allosteric PAK1 inhibitor with an IC50 of 5 nM.	True	CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1
413224	413224:01:03_00.20	True	0.2	73	37.8	70.4	0.0	15.7	28.9	17.6	11.4	32.1	9.1	21.4	11.8	18.0	58.1	AKT_PI3K_MTOR	70.4	7-hydroxystaurosporine	A cell-permeable Staurosporine derived anticancer agent that reversibly and ATP-competitively inhibits several protein kinases.	True	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
408952	408952:02:04_01.00	True	1.0	93	64.2	0.0	0.0	80.9	0.0	78.4	29.0	72.7	40.0	73.4	0.0	82.3	56.8	Tubulin	82.3		BI-4659 is a potent inhibitor of Alk5 (TGFßR1) with an IC50 value of 19 nM and shows selectivity against a broad panel of other kinases. BI-4659 blocks the phosphorylation of Smad2 and Smad3 in HaCaT cells with an EC50 of 185 nM. Negative control = BI-4101	False	CCNC(=O)c1ccc2c(/C(=N/c3ccc(CN(C)C)cc3)c3ccccc3)c(O)[nH]c2c1
413051	413051:01:04_01.00	True	1.0	54	68.2	0.0	17.5	68.1	0.0	74.1	17.2	59.7	57.7	68.7	0.0	84.1	35.2	Tubulin	84.1	GSK-923295	GSK-923295 is a special, allosteric inhibitor of centromere-associated protein-E (CENP-E) kinesin motor ATPase activity, with Ki of 3.2±0.2 nM and 1.6± 0.1 nM for human and canine, respectively.	True	CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl
413006	413006:01:03_01.00	True	1.0	71	42.1	45.2	11.1	0.0	94.1	0.0	0.0	0.0	0.0	0.0	68.7	0.0	0.0	DNA_Synth	94.1	ML228	ML228 (CID-46742353) is a potent the Hypoxia Inducible Factor (HIF) pathway activator with EC50 of 1 uM.  ML228 potently activates HIF in vitro as well as its downstream target VEGF.	False	c1ccc(-c2ccc(CNc3nc(-c4ccccn4)nnc3-c3ccccc3)cc2)cc1
412483	412483:01:04_01.00	True	1.0	98	33.5	0.0	0.0	80.1	0.0	78.9	18.7	89.6	35.5	54.9	0.0	77.6	52.8	LCH	89.6		cis-VZ185 is the (S)-hydroxy diastereoisomer of VZ185. While exhibiting comparable bromodomain binding affinity it no longer is able to bind and recruit the E3 ligase VHL and therefore does not induce the degradation of BRD7 and BRD9 proteins in cells.	True	COc1cc(-c2cn(C)c(=O)c3cnccc23)cc(OC)c1CN1CCN(CCCCCOc2cc(-c3scnc3C)ccc2CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)CC1
413126	413126:01:04_01.00	True	1.0	99	53.4	0.0	0.0	74.1	0.0	73.2	10.6	91.9	32.7	42.2	0.0	70.4	45.9	LCH	91.9		negative control to BAY-293	True	CNCc1ccccc1-c1csc([C@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1
413124	413124:01:04_01.00	True	1.0	80	47.0	0.0	0.0	74.7	0.0	66.9	31.9	66.4	47.8	62.9	0.0	92.7	63.8	Tubulin	92.7	KG 5	PDGFR.b. and B-Raf allosteric inhibitor. Also inhibits c-Raf, FLT3 and KIT. Disrupts blood vessel formation in zebrafish embryos and inhibits angiogenesis in a mouse angiogenesis model. Inhibits growth of renal and pancreatic tumors in mice. Also arrests cells in prometaphase.	False	CSc1nc(N)cc(Oc2ccc(-c3n[nH]c(Nc4cccc(C(F)(F)F)c4)n3)cc2)n1
392568	392568:03:03_05.00	True	5.0	90	33.9	0.0	0.0	69.1	0.0	67.2	18.8	79.6	25.6	66.4	0.0	67.6	54.7	LCH	79.6	KU-60019	KU-60019 is an improved analogue of KU-55933, with IC50 of 6.3 nM for ATM in cell-free assays, 270- and 1600-fold more selective for ATM than DNA-PK and ATR,and is a highly effective radiosensitizer.	False	C[C@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@@H](C)O1
412489	412489:01:04_01.00	True	1.0	100	35.9	4.6	0.0	43.3	0.0	50.0	38.8	28.2	29.4	61.9	0.0	39.0	53.4	Protein_Synth	61.9	Salinomycin	Salinomycin (Procoxacin), a polyether potassium ionophore antibiotic, selectively inhibits the growth of gram-positive bacteria. Salinomycin is a potent inhibitor of Wnt/.b.-catenin signaling, blocks Wnt-induced LRP6 phosphorylation. Salinomycin (Procoxacin) shows selective activity against human cancer stem cells.	True	CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
412259	412259:01:04_01.00	True	1.0	95	6.9	0.0	0.0	73.7	0.0	69.4	31.3	69.4	22.5	61.0	0.0	76.9	69.6	Tubulin	76.9	BI-0319	BI-0319 is a degrader that tethers a highly selective PTK2 Kinase inhibitor BI-4464  to a CRL2VHL E3 ubiquitin ligase ligand, aimed at triggering the intracellular destruction of the focal adhesion tyrosine kinase (PTK2) protein.The binary affinities for BI-0319 to PTK2 and to the VCB complex CRL2VHL are 19 and 114 nM respectively. BI-0319 degrades the PTK2 protein in A549 cells with a DC50 of 243 nM to about 80%	False	COc1cc(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1Nc1ncc(C(F)(F)F)c(Oc2cccc3c2C(=O)CC3)n1
412258	412258:01:08_01.00	True	1.0	105	50.9	0.0	0.0	69.8	0.0	71.2	13.7	81.4	32.1	51.3	0.0	71.1	37.6	LCH	81.4	ACBI1	ACBI1 is a potent and cooperative in vitro PROTAC degrader of the BAF chromatin remodeling ATPase subunits SMARCA2 and SMARCA4 as well as the facultative BAF complex subunit PBRM1. It harnesses the von-Hippel-Landau (VHL) E3 ligase to recruit its targets via their bromodomains and degrades its targets in the nanomolar range.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
280427	280427:03:06_00.10	True	0.1	83	6.6	0.0	1.7	59.9	0.0	60.2	32.0	56.2	34.6	61.4	0.0	65.4	41.1	Tubulin	65.4	Calcimycin, A23187, Calcium ionophore A23187	Ca2+ ionophore used to potentiate responses to NMDA, but not quisqualate glutamate receptors.	False	CNc1ccc2oc(C[C@H]3O[C@@]4(CC[C@H]3C)O[C@H]([C@H](C)C(=O)c3ccc[nH]3)[C@H](C)C[C@H]4C)nc2c1C(=O)O
413111	413111:01:03_00.20	True	0.2	89	36.8	9.9	0.0	21.9	28.1	28.6	0.0	29.4	16.2	41.1	0.0	34.4	43.7	Uncoupler	43.7	Ingenol Mebutate	Ingenol Mebutate is an active ingredient in Euphorbia peplus, acts as a potent PKC modulator, with Kis of 0.3, 0.105, 0.162, 0.376, and 0.171 nM for PKC-.a., PKC-.b., PKC-.g., PKC-.d., and PKC-.e., respectively, and has antiinflammatory and antitumor activity.	True	C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
411399	411399:01:04_01.00	True	1.0	76	79.8	0.0	9.9	78.5	0.0	78.2	14.6	57.7	54.3	66.6	0.0	81.8	40.7	Tubulin	81.8	Cytochalasin B, Phomin		True	C=C1[C@@H](C)C2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/[C@@H](O)CCC[C@@H](C)C/C=C/C3[C@@H]1O
246732	246732:02:05_01.00	True	1.0	54	54.2	0.0	39.2	0.0	62.8	0.0	17.3	14.6	0.0	0.0	32.4	8.0	0.0	DNA_Synth	62.8	Pyrvinium pamoate	metabolic inhibitor.	False	Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
413220	413220:01:05_03.00	True	3.0	84	49.7	0.0	0.0	77.5	0.0	77.0	25.6	85.5	33.6	63.6	0.0	75.2	59.5	LCH	85.5	CYM-50358	CYM50358 is a potent, selective antagonist of the sphingosine-1-phosphate receptor 4 (S1P4). CYM50358 inhibits S1P4 with an IC50 of 25 nM.	False	Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1
413008	413008:01:03_03.00	True	3.0	104	42.0	0.0	0.0	89.0	0.0	89.2	19.8	87.8	49.3	59.6	0.0	81.4	60.6	HDAC	89.2	Src Inhibitor 1	Src Inhibitor 1 is a potent and selective dual site Src tyrosine kinase inhibitor with IC50 values of 44 nM for Src and 88nM for Lck.	False	COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC
413096	413096:01:04_03.00	True	3.0	94	17.8	0.0	0.0	67.1	0.0	69.9	16.5	85.0	28.5	40.7	0.0	61.1	29.8	LCH	85.0	BAN-ORL-24	BAN ORL 24 is a potent and selective NOP receptor antagonist. (IC50 values are 0.27, 2500, 6700 and > 10000 nM for NOP, .k.-, .m.- and .d.-receptors respectively). BAN ORL 24 inhibits nociceptin-induced stimulation of [35S]-GTP.g.S binding and Ca2+ mobilization in CHO cells in vitro.	True	O=C(NCCCN1CCC2(CC1)OCc1ccccc12)[C@H]1CCCN1Cc1ccccc1
280484	280484:02:05_03.00	True	3.0	67	30.4	0.0	61.7	0.0	25.3	12.2	42.1	7.8	8.9	33.5	1.5	35.5	0.0	Aurora	61.7	Diphenyleneiodonium chloride	Diphenyleneiodonium chloride is a NADPH oxidase (NOX) inhibitor and also functions as a TRPA1 activator with an EC50 of 1 to 3 uM. Diphenyleneiodonium chloride selectively inhibits intracellular reactive oxygen species.	False	c1ccc2c(c1)[I+]c1ccccc1-2
413100	413100:01:03_03.00	True	3.0	96	14.7	85.0	0.0	0.0	55.8	0.0	38.7	14.1	0.0	0.0	52.1	0.0	23.3	AKT_PI3K_MTOR	85.0	Afuresertib	Afuresertib (GSK2110183) is an orally bioavailable, selective, ATP-competitive and potent pan-Akt kinase inhibitor with Kis of 0.08/2/2.6 nM for Akt1/Akt2/Akt3, respectively.	True	Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
413231	413231:02:03_15.00	True	15.0	88	12.1	32.4	26.1	0.0	67.5	0.0	36.9	0.0	0.0	0.0	58.1	0.0	0.0	DNA_Synth	67.5	BML-277	BML-277 is a selective checkpoint kinase 2 (Chk2) inhibitor with an IC50 of 15 nM.	False	NC(=O)c1ccc2[nH]c(-c3ccc(Oc4ccc(Cl)cc4)cc3)nc2c1
413018	413018:01:03_03.00	True	3.0	62	52.8	32.6	8.9	0.0	39.2	0.0	32.1	7.8	5.4	19.8	26.9	0.0	0.0	DNA_Synth	39.2	Ryuvidine	Ryuvidine is an inhibitor of SETD8 (IC50 = 0.5 uM) that suppresses monomethylation of H4K20 in vitro. It less potently inhibits cyclin-dependent kinase 4 (Cdk4; IC50 = 6 uM for Cdk4/cyclin D1). Over several hours of treatment, ryuvidine suppresses the expression of cell division cycle 7-related kinase (Cdc7), resulting in an ATM-dependent checkpoint response and arrest of cell cycling in S phase.	False	Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1
412270	412270:01:03_03.00	True	3.0	106	61.5	0.0	0.0	74.1	0.0	74.9	24.1	94.2	29.2	42.7	0.0	68.0	49.1	LCH	94.2	cis-ACBI1	cis-ACBI1 is the negative control to ACBI. The hydroxy proline of the VHL binding part is in the inactive cis-conformation, which prevents binding to VHL and thereby protein degradation.	True	Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1
411515	411515:01:08_03.00	True	3.0	83	59.8	0.0	0.0	75.9	0.0	75.0	19.3	82.3	36.8	64.4	0.0	77.6	58.3	LCH	82.3	Vacquinol-1 dihydrochloride	Vacquinol-1 (NSC13316) is a brain penetrant inducer of catastrophic vacuolization in glioblastoma cells (GCs). Vacquinol-1 displays high cytotoxicity to GCs; it induces cell death by membrane ruffling, cell rounding, massive macropinocytic vacuole accumulation, ATP depletion, and cytoplasmic membrane rupture of GCs. Vacquinol-1 originally was developed as an antimalarial compound.; Gilbertson R J. Cell 157(2), 289-290 (2014)	False	OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1
413102	413102:01:02_03.00	True	3.0	51	72.2	0.0	34.0	50.0	0.0	58.8	46.4	34.9	45.5	72.4	0.0	70.1	36.3	Protein_Synth	72.4	Epothilone B	Epothilone B is a microtubule stabilizer with a Ki of 0.71uM. It acts by binding to the .a..b.-tubulin heterodimer subunit which causes decreasing of .a..b.-tubulin dissociation.	True	C/C(=C/c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1
413214	413214:01:05_03.00	True	3.0	88	32.6	0.0	0.0	84.0	0.0	85.2	18.9	83.2	49.6	62.7	0.0	77.5	61.0	HDAC	85.2	BAI1	BAI1 is a selective and allosteric inhibitor of BAX, an apoptosis regulator. BAI1 directly binds to BAX and allosterically inhibits BAX activation. BAI1 has the potential for the research of diseases mediated by BAX-dependent cell death.	False	OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
245363	245363:03:14_00.03	True	0.03	80	23.0	0.0	30.1	19.2	0.0	43.7	57.9	11.9	33.2	32.8	0.0	38.4	13.3	HSP90	57.9	Colchicine	prevents tubulin polymerization, antimitotic, antigout agent.	False	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
413023	413023:01:03_03.00	True	3.0	99	70.8	0.0	0.0	83.9	0.0	81.3	21.4	91.2	37.5	65.4	0.0	76.7	66.1	LCH	91.2	NNC 55-0396	NNC 55-0396, Mibefradil derivative, is a highly selective T-type calcium channel blocker; displays IC50 values of 6.8 and > 100 uM for inhibition of Cav3.1 T-type channels and HVA currents respectively in INS-1 cells. IC50 value: 6.8 nMTarget: Cav3.1 T-type channelNNC 55-0396 can be an essential tool in preventing human ovarian cancer cell proliferation as a result of its ability to inhibit the function of T-type Ca2+ channels. It is believed that NNC 55-0396 may functions by dissolving in or passing through the plasma membrane of cells.	True	CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1
413085	413085:01:03_03.00	True	3.0	91	38.7	0.0	0.0	69.9	0.0	63.5	29.6	76.6	31.9	49.0	0.0	76.2	60.7	LCH	76.6	NVS-PAK1-1	NVS-PAK1-1 is a potent and selective allosteric PAK1 inhibitor with an IC50 of 5 nM.	True	CC(C)NC(=O)N1CC[C@H](NC2=Nc3cc(F)ccc3N(CC(F)F)c3ccc(Cl)cc32)C1
413224	413224:01:03_00.60	True	0.6	59	42.8	62.3	0.0	5.9	39.3	6.3	18.4	16.5	11.0	20.8	20.6	24.9	51.5	AKT_PI3K_MTOR	62.3	7-hydroxystaurosporine	A cell-permeable Staurosporine derived anticancer agent that reversibly and ATP-competitively inhibits several protein kinases.	True	CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
408952	408952:02:04_03.00	True	3.0	89	69.3	0.0	0.0	81.9	0.0	79.4	35.1	78.7	41.5	63.0	0.0	82.2	61.0	Tubulin	82.2		BI-4659 is a potent inhibitor of Alk5 (TGFßR1) with an IC50 value of 19 nM and shows selectivity against a broad panel of other kinases. BI-4659 blocks the phosphorylation of Smad2 and Smad3 in HaCaT cells with an EC50 of 185 nM. Negative control = BI-4101	False	CCNC(=O)c1ccc2c(/C(=N/c3ccc(CN(C)C)cc3)c3ccccc3)c(O)[nH]c2c1
